,Chart Artist Name,Spotify Artist Name,Chart Song Name,Spotify Song Name,Lev Dist,Predicted URL,Debut Year,Debut Date
3562,"Love, Peace & Happiness",Love Peace and Happiness,I Don't Want To Do Wrong,I Don't Want to Do Wrong,4.0,https://open.spotify.com/track/1WGgXVxaIIJxwY1IbUtlyV,1972,8/12/72
3671,Detroit Emeralds,The Detroit Emeralds,Do Me Right,Do Me Right,4.0,https://open.spotify.com/track/6FVelAiV2XQY3F1x5FUPHk,1971,2/20/71
3669,Porter Wagoner And Dolly Parton,Porter Wagoner Dolly Parton,The Right Combination,The Right Combination,4.0,https://open.spotify.com/track/31uzqizp3mZ3Hpcf9yf3iM,1971,7/10/71
2048,Tony Toni Tone,Tony! Toni! Toné!,Anniversary,Anniversary,4.0,https://open.spotify.com/track/6PViGgcsQhLPSkMxgoRWLl,1993,9/25/93
2894,Sherbs,The Sherbs,I Have The Skill,I Have the Skill,4.0,https://open.spotify.com/track/3TOTBRxjNKlAshvFH55OaG,1981,3/7/81
2037,Tiranos del Norte,Los Tiranos Del Norte,Hasta La Miel Amarga,Hasta la Miel Amarga,4.0,https://open.spotify.com/track/1Q1yISpMwHLn4SMo6VJVaa,1993,10/30/93
2896,Hawks,The Hawks,Right Away,Right Away,4.0,https://open.spotify.com/track/63eQ8jKMuLilIScw6fPKGf,1981,3/14/81
2890,Bobby Womack,Bobby Womack,If You Think You're Lonely,If You Think You're Lonely Now,4.0,https://open.spotify.com/track/0RN5fZ3SVyT0VhltQxNQx4,1981,12/12/81
4611,Van Dykes,The Van Dykes,Gift Of Love,Gift Of Love,4.0,https://open.spotify.com/track/20Ch2P7sSDkmf8fLs1HYaD,1961,1/16/61
4608,Dick and DeeDee,Dick & Dee Dee,The Mountain's High,The Mountain's High,4.0,https://open.spotify.com/track/2boEGV3Zcsh7AMaL3jqBGP,1961,7/31/61
3216,The Isley Brothers,The Isley Brothers,The Pride (Part I),The Pride - Part 1,4.0,https://open.spotify.com/track/3fEHvQWFerhEmHofTz0mv0,1977,5/7/77
2003,Kilo,Kilo Ali,Tick Tock,Tick Tock,4.0,https://open.spotify.com/track/3w5OvUa7sQ3ry4CW3NOm5g,1993,4/10/93
4606,Lawrence Welk And His Orchestra,Lawrence Welk and His Orchestra,(Theme from) My Three Sons,Theme From 'My Three Sons',4.0,https://open.spotify.com/track/4fNOGDefPWPJsze4D66t6p,1961,3/20/61
3629,Detroit Emeralds,The Detroit Emeralds,Baby Let Me Take You (In My Arms),Baby Let Me Take You (In My Arms),4.0,https://open.spotify.com/track/4CrPVZPXRTGl5EhsKjGL6L,1972,6/10/72
3628,Ponderosa Twins + One,Ponderosa Twins Plus One,Why Do Fools Fall In Love,Why Do Fools Fall in Love,4.0,https://open.spotify.com/track/2yjlRNz6LgGCoUpb06XdmZ,1972,5/27/72
2903,Sugarhill Gang,The Sugarhill Gang,8th Wonder,8th Wonder,4.0,https://open.spotify.com/track/6m0wOLtrzaNwMofVVJTJqs,1981,2/7/81
3678,The Mixtures,The Mixtures,Pushbike Song,The Pushbike Song,4.0,https://open.spotify.com/track/5dEXK48tQLwSLC1MvXGOnF,1971,3/6/71
2063,Jackson 5,The Jackson 5,Who's Lovin' You,Who's Lovin' You,4.0,https://open.spotify.com/track/50Q0kzr8hGGUG0yA9PdF3c,1992,11/14/92
4473,Dick and DeeDee,Dick & Dee Dee,Young And In Love,Young And In Love,4.0,https://open.spotify.com/track/3VcORbSqtmOsihiiadQnsN,1963,3/16/63
3713,Detroit Emeralds,The Detroit Emeralds,Wear This Ring (With Love),Wear This Ring (With Love),4.0,https://open.spotify.com/track/4ltOl1H95DGsbZCVQI99Q2,1971,8/14/71
3160,El Coco,El Coco,Cocomotion,Cocomotion '79,4.0,https://open.spotify.com/track/1A8z78NTlu1S2bgO6ta8Xt,1977,12/17/77
3704,Jackson 5,The Jackson 5,Never Can Say Goodbye,Never Can Say Goodbye,4.0,https://open.spotify.com/track/5RHf8SmHRWbF3oywpXaQ2i,1971,4/3/71
2107,George LaMond,George Lamond,Where Does That Leave Love,Where Does That Leave Love 2.0,4.0,https://open.spotify.com/track/0uCblGxozywHsi40jeutqr,1992,8/8/92
2106,Diamond & Psychotic Neurotics,Diamond & The Psychotic Neurotics,Best Kept Secret,Best Kept Secret,4.0,https://open.spotify.com/track/1S9p2oEZF6WBiXJanAqoAC,1992,10/10/92
3699,Jackson 5,The Jackson 5,Maybe Tomorrow,Maybe Tomorrow,4.0,https://open.spotify.com/track/4z8Q6Uv4qLi4TvS3l3Aad9,1971,7/24/71
3698,Porter Wagoner And Dolly Parton,Porter Wagoner Dolly Parton,Burning The Midnight Oil,Burning the Midnight Oil,4.0,https://open.spotify.com/track/35BAwUMAhz3P5FTbQRBmZI,1971,11/20/71
2098,Home Team,The Home Team,Pick It Up,Pick It Up,4.0,https://open.spotify.com/track/4Va4w2wDvpAlRgBQSzDfUw,1992,12/26/92
1509,Spooks,The Spooks,Things I've Seen,Things I've Seen,4.0,https://open.spotify.com/track/4bA4FYKNFYjVBcmmf1j80H,2000,4/29/00
4123,Bar-Kays,The Bar-Kays,Knucklehead,Knucklehead,4.0,https://open.spotify.com/track/5kygjg2AQwPZ5t0qlaxxNu,1967,9/2/67
1328,Goo Goo Dolls,The Goo Goo Dolls,Give A Little Bit,Give a Little Bit,4.0,https://open.spotify.com/track/35Ms8xegBwsiqlz630Io13,2004,11/27/04
3688,Alice Cooper,Alice Cooper,Eighteen,I'm Eighteen,4.0,https://open.spotify.com/track/3YU9X8ryOR20beT7wOlDIJ,1971,2/20/71
3686,Ponderosa Twins + One,Ponderosa Twins Plus One,You Send Me,You Send Me,4.0,https://open.spotify.com/track/4DLT35OuFuQgzGnMNqJu7b,1971,9/4/71
2076,UMC's,The UMC's,One To Grow On,One To Grow On,4.0,https://open.spotify.com/track/4fIPDdLhHyFNqwLikwceVw,1992,4/4/92
3683,Jackson 5,The Jackson 5,Mama's Pearl,Mama's Pearl,4.0,https://open.spotify.com/track/20a2Sdul23BOafd2X37Dlv,1971,2/6/71
3627,Chi-Lites,The Chi-Lites,Oh Girl,Oh Girl,4.0,https://open.spotify.com/track/0cFlXjTxFdMGGPfLVpt3Wv,1972,4/8/72
633,Panic! At The Disco,Panic! At The Disco,Girls/Girls/Boys,Girls / Girls / Boys,4.0,https://open.spotify.com/track/2wEjPgOCEczmjlvq60LyQi,2013,10/26/13
1523,Goo Goo Dolls,The Goo Goo Dolls,Broadway,Broadway,4.0,https://open.spotify.com/track/0RZuCBV900eNA2FXCQ3uUM,2000,4/22/00
3619,Jack Greene,Jack Greene,If You Ever Need My Love,If You Ever You Need My Love,4.0,https://open.spotify.com/track/3hdUrUATaTsvngdxkBIUQw,1972,4/15/72
3576,Soul Generation,The Soul Generation,That's The Way It's Got To Be (Body And Soul),That's the Way It's Got to Be (Body and Soul),4.0,https://open.spotify.com/track/2IMnRycB4RFK1TRVWjReQ0,1972,4/29/72
3573,Independents,The Independents,I Just Want To Be There,I Just Want To Be There,4.0,https://open.spotify.com/track/5GpBKjpb0LLV0p6PUxqbzA,1972,10/14/72
3570,Ike & Tina Turner,Ike & Tina Turner,Up In Heah,Up In The Heah,4.0,https://open.spotify.com/track/01Da7Gqp2RFtQqD3KY5fiE,1972,4/1/72
1929,Tiranos del Norte,Los Tiranos Del Norte,Arrepientete,Arrepientete,4.0,https://open.spotify.com/track/0FagG8oiMGPW99LZspwr8Y,1994,4/30/94
1928,Tony Toni Tone,Tony! Toni! Toné!,Leavin',Leavin',4.0,https://open.spotify.com/track/0hUcwyaNHdR9961jFWrIoX,1994,5/21/94
4594,Mar-Keys,The Mar-Keys,Morning After,Morning After,4.0,https://open.spotify.com/track/3AtoOqGce7J6mFp6hnIAcT,1961,10/9/61
3565,Porter Wagoner And Dolly Parton,Porter Wagoner Dolly Parton,Together Always,Together Always,4.0,https://open.spotify.com/track/1BExFiKThqBKHxxb0on0DC,1972,9/2/72
1434,Rabanes,Los Rabanes,Everybody,Everybody,4.0,https://open.spotify.com/track/2qFew2Jq2BNtK2UEGrUEiN,2002,6/1/02
3560,Jackson 5,The Jackson 5,Little Bitty Pretty One,Little Bitty Pretty One,4.0,https://open.spotify.com/track/056YIuMW7ds4FhC7DcYmz5,1972,4/29/72
1917,Banda Z,Banda Zeta,La Nina Fresa,La niña fresa,4.0,https://open.spotify.com/track/2nbq7IAJfYK9fuw5g2ePv3,1994,8/13/94
3556,Spinners,The Spinners,Could It Be I'm Falling In Love,Could It Be I'm Falling in Love,4.0,https://open.spotify.com/track/5i0urffBRKl09GSX2Jhdeh,1972,12/30/72
1916,Tiranos del Norte,Los Tiranos Del Norte,Extrana Manera,Extrana Manera,4.0,https://open.spotify.com/track/5vhHAeK0rdm95eoJOf5ZPr,1994,7/23/94
3554,Porter Wagoner And Dolly Parton,Porter Wagoner Dolly Parton,Lost Forever In Your Kiss,Lost Forever In Your Kiss,4.0,https://open.spotify.com/track/51DnYt2cEmAcYdLbnrMeem,1972,4/22/72
3553,Tom T. Hall,Tom T. Hall,(Old Dogs-Children And) Watermelon Wine,"Old Dogs, Children And Watermelon Wine",4.0,https://open.spotify.com/track/6LEiisZCK5EVhYB2kM3AFs,1972,12/9/72
3550,Porter Wagoner And Dolly Parton,Porter Wagoner Dolly Parton,If Teardrops Were Pennies,If Teardrops Were Pennies,4.0,https://open.spotify.com/track/5pJ8pFDUW7cx0H9gO75DvD,1973,7/7/73
690,Goo Goo Dolls,The Goo Goo Dolls,Rebel Beat,Rebel Beat,4.0,https://open.spotify.com/track/0QXSKayRWtfxMKHJxVurkZ,2013,3/9/13
4330,Booker T. & The MG's,Booker T. & the M.G.'s,Mo-Onions,Mo' Onions,4.0,https://open.spotify.com/track/2hiyBTmktBYzvLixq5V2v4,1964,2/22/64
4207,Kelly Brothers,the Kelly Brothers,Falling In Love Again,Falling In Love Again,4.0,https://open.spotify.com/track/4JYUp23xIDegaaZxHvtd3X,1966,3/19/66
3582,Wilburn Brothers,The Wilburn Brothers,Arkansas,Arkansas,4.0,https://open.spotify.com/track/2vtFRG81dVmkQAOGemBJ7u,1972,3/25/72
639,Goo Goo Dolls,The Goo Goo Dolls,Come To Me,Come to Me,4.0,https://open.spotify.com/track/1jvoeTYt8usIxGWQUSzEyz,2013,10/26/13
1979,Tony Toni Tone,Tony! Toni! Toné!,If I Had No Loot,If I Had No Loot,4.0,https://open.spotify.com/track/5oPRLER8bCQN3RFFVvLbTC,1993,6/19/93
2920,Go-Go's,The Go-Go's,Our Lips Are Sealed,Our Lips Are Sealed,4.0,https://open.spotify.com/track/78wTOLl1ANJtgOkOoNNZ06,1981,8/29/81
3612,Jackson 5,The Jackson 5,Lookin' Through The Windows,Lookin' Through The Windows,4.0,https://open.spotify.com/track/6xgj1R3NoymZzjnjgxywLd,1972,7/22/72
3611,Ponderosa Twins + One,Ponderosa Twins Plus One,Bound,Bound,4.0,https://open.spotify.com/track/1C8rYFLZu5QFSN6KV18Q4E,1972,1/1/72
1967,Diamond & Psychotic Neurotics,Diamond & The Psychotic Neurotics,Sally Got A One Track Mind,Sally Got A One Track Mind,4.0,https://open.spotify.com/track/6IVnINPpzb3zFJnfjROnrE,1993,3/20/93
1965,Rick Vincent,Rick Vincent,Best Mistakes I Ever Made,The Best Mistakes I Ever Made,4.0,https://open.spotify.com/track/1sKoAQ0wkAt727hzSliLjA,1993,2/13/93
3607,Chicory,Chicory Tip,Son Of My Father,Son Of My Father,4.0,https://open.spotify.com/track/0rhP8F3BwxmRrdSo4a23Mu,1972,3/11/72
3605,Johnnie Taylor,Johnnie Taylor,Doing My Own Thing (Part I),Doing My Own Thing - Part 2,4.0,https://open.spotify.com/track/3K9Asw4ms47o4H0WaaHJmd,1972,4/15/72
3170,Addrisi Brothers,The Addrisi Brothers,Slow Dancin' Don't Turn Me On,Slow Dancin' Don't Turn Me On,4.0,https://open.spotify.com/track/5STiECAfC2QDZGzSHgYk0B,1977,4/9/77
1957,Ricky Martin,Ricky Martin,Entre El Amor Y El Halago,Entre El Amor Y Los Halagos,4.0,https://open.spotify.com/track/3iNp4K3yCigqynWzFjZOw3,1994,1/22/94
3598,Jackson 5,The Jackson 5,Corner Of The Sky,Corner Of The Sky,4.0,https://open.spotify.com/track/73JLEHdqAiB0SyaeUziJU9,1972,11/11/72
3172,Daryl Hall John Oates,Daryl Hall & John Oates,Why Do Lovers (Break Each Other's Heart?),Why Do Lovers Break Each Other's Heart?,4.0,https://open.spotify.com/track/7vLKqWj7Xh7c9pZkNZNbQm,1977,10/22/77
1950,Tiranos del Norte,Los Tiranos Del Norte,Tragos Amargos,Tragos Amargos,4.0,https://open.spotify.com/track/53qTj9XcdiKPwIuakXo5dv,1994,11/12/94
1938,Tony Toni Tone,Tony! Toni! Toné!,Slow Wine,Slow Wine,4.0,https://open.spotify.com/track/4Gul1VGYVv9b3tLPnrKMIK,1994,7/30/94
3580,Detroit Emeralds,The Detroit Emeralds,"You Want It, You Got It","You Want It, You Got It",4.0,https://open.spotify.com/track/25aMKzzfsaMr1dQIh2KpjB,1972,1/8/72
3716,Chambers Brothers,The Chambers Brothers,Funky,Funky,4.0,https://open.spotify.com/track/3p71XizyLBEPzC1npgsT4J,1971,1/9/71
3717,Porter Wagoner And Dolly Parton,Porter Wagoner Dolly Parton,Better Move It On Home,Better Move It on Home,4.0,https://open.spotify.com/track/6WeQI5r8lZiT3FXT9NoaCC,1971,2/27/71
2872,Go-Go's,The Go-Go's,Get Up And Go,Get Up And Go,4.0,https://open.spotify.com/track/5u165RYdVYhMtPc8ukhaoY,1982,9/25/82
2288,No Face,No Face Bwp,Half,Half,4.0,https://open.spotify.com/track/2BB9abp4bbBMAgLOwMbpp4,1990,9/29/90
2284,Los Mier,Los Mier,Muneca Ojos De Miel,Muñeca De Ojos De Miel,4.0,https://open.spotify.com/track/5xcj3ayuniMDw86RtfjJe3,1990,9/15/90
3826,Whatnauts,The Whatnauts,Please Make The Love Go Away,Please Make the Love Go Away,4.0,https://open.spotify.com/track/3DQN6srxyqFNljXJ8SConU,1970,6/6/70
1486,Alegres de La Sierra,Los Alegres de la Sierra,Suerte He Tenido,Suerte He Tenido,4.0,https://open.spotify.com/track/6RW5FHQP0RaKOtpcWKiEFY,2001,8/18/01
3091,Rex Allen Jr.,"Rex Allen, Jr.","No, No, No (I'd Rather Be Free)","No, No, No - I'd Rather Be Free",4.0,https://open.spotify.com/track/4jzs5xdiEnvqMFWD4u7Ibv,1978,4/1/78
3822,Bee Gees,Bee Gees,If Only I Had My Mind On Something Else,If I Only Had My Mind On Something Else,4.0,https://open.spotify.com/track/49TAefltwdGl085fK0EcUV,1970,3/28/70
3820,Eric Burdon And War,Eric Burdon War,They Can't Take Away Our Music,They Can't Take Away Our Music,4.0,https://open.spotify.com/track/72Oj9uA1ZjBHmitxpZopFB,1970,12/19/70
1488,Superb,Superbia,Superb,Superbia,4.0,https://open.spotify.com/track/5Gotw4fCkqAqoz3zW36mtm,2001,6/9/01
3818,Detroit Emeralds,The Detroit Emeralds,If I Lose Your Love,If I Lose Your Love,4.0,https://open.spotify.com/track/4g7T3iRdGRTsj8mdBpWMYx,1970,1/24/70
378,Rihanna,Rihanna,B**** Better Have My Money,Bitch Better Have My Money,4.0,https://open.spotify.com/track/0NTMtAO2BV4tnGvw9EgBVq,2015,4/11/15
1491,La Arrolladora Banda el Limon de Rene Camacho,La Arrolladora Banda El Limón De Rene Camacho,Que Me Vas A Dar,¿Qué Me Vas a Dar?,4.0,https://open.spotify.com/track/4eTFEh8ULNP3r20s3yoSQ0,2001,3/3/01
3814,Free,Free,Stealer,The Stealer,4.0,https://open.spotify.com/track/7vDUPI7uKMuycuEp3cmmnM,1970,11/28/70
3813,Chambers Brothers,The Chambers Brothers,"Love, Peace And Happiness","Love, Peace And Happiness",4.0,https://open.spotify.com/track/7bV9hOdb1NqHCGBJgREmw7,1970,2/28/70
3809,Nat Stuckey,Nat Stuckey,She Wakes Me With A Kiss Every Morning (And She Loves Me To Sleep Every Nig,She Wakes Me With a Kiss Every Morning - And She Loves Me to Sleep Every Night,4.0,https://open.spotify.com/track/3b0NyM4CJWXJyCjZXQlKtK,1970,12/26/70
2265,Tony Toni Tone,Tony! Toni! Toné!,Feels Good,Feels Good,4.0,https://open.spotify.com/track/4cRR2gUTOerkUOW5iZpm91,1990,9/1/90
2291,Tony Toni Tone,Tony! Toni! Toné!,It Never Rains (In Southern California),It Never Rains (In Southern California),4.0,https://open.spotify.com/track/0r4wz91MaRPgI3UtEuU7DF,1990,12/22/90
4644,Johnny Cash,Johnny Cash,Little Drummer Boy,The Little Drummer Boy,4.0,https://open.spotify.com/track/7FIcV2kEiO2mvvMbxU5Jkn,1960,1/4/60
2298,Tony Toni Tone,Tony! Toni! Toné!,For The Love Of You,For The Love Of You,4.0,https://open.spotify.com/track/3ANSh2reDuVISVbT39FKMj,1989,4/29/89
350,"Mumford & Sons, Baaba Maal, The Very Best & Beatenberg",Mumford & Sons Baaba Maal The Very Best Beatenberg,Wona,Wona,4.0,https://open.spotify.com/track/7pF0l4gRIBKKePaduaHF4U,2016,7/9/16
4659,Nat King Cole,Nat King Cole,Sweet Bird Of Youth,The Sweet Bird Of Youth,4.0,https://open.spotify.com/track/1yu4Jnur9cwOf9wmtpEFAA,1959,8/31/59
3876,Judy Collins,Judy Collins,Turn! Turn! Turn!/To Everything There Is A Season,"Turn, Turn, Turn! / To Everything There Is a Season",4.0,https://open.spotify.com/track/7bwHniUnXqVp59mCbrNnJc,1969,11/29/69
4188,Beau Brummels,The Beau Brummels,One Too Many Mornings,One Too Many Mornings,4.0,https://open.spotify.com/track/7EiWrR27y0mfzEJrsoSwQU,1966,6/4/66
2338,Marisela Verena,Marisela Verena,Son de las tres decadas,Son de las 3 Decadas,4.0,https://open.spotify.com/track/0Qwj8y3WbgRqewqBLaNfXd,1989,8/19/89
2332,Hooters,The Hooters,500 Miles,500 Miles,4.0,https://open.spotify.com/track/4NTVgBIkIO63F7V4cTTDtr,1989,12/9/89
1369,Jon Secada,Jon Secada,Por Amor,Por Fin,4.0,https://open.spotify.com/track/2SzPTOWID96lQeUDw8FXR7,2003,4/5/03
4655,Wilburn Brothers,The Wilburn Brothers,The Best Of All My Heartaches,The Best Of All My Heartaches,4.0,https://open.spotify.com/track/6oWJXb5CBa4S5J88AEvZfx,1960,12/19/60
2317,Hansel Y Raul,Hansel Y Raul,ELLA,Por Ella,4.0,https://open.spotify.com/track/6IZxpLFGaup8ImsGr8Owyb,1989,3/4/89
333,"Saul ""El Jaguar"" Alarcon",Saul El Jaguar Alarcón,Mi Nina Adorada,Mi Niña Adorada,4.0,https://open.spotify.com/track/69fmq620NvY09lnGa831rn,2016,1/2/16
4108,Jefferson Airplane,Jefferson Airplane,Ballad Of You & Me & Pooneil,The Ballad of You & Me & Pooneil,4.0,https://open.spotify.com/track/4zcELnhoX8Ux9K8NeAldiH,1967,9/2/67
3850,Plastic Ono Band,The Plastic Ono Band,Give Peace A Chance,Give Peace A Chance,4.0,https://open.spotify.com/track/0sUQj8SflMlJrqJE7Z4u9o,1969,7/26/69
2797,Toni Basil,Toni Basil,Mickey,Hey Mickey,4.0,https://open.spotify.com/track/5G9KcZaxfCysfv4EryCB9b,1982,9/4/82
3146,George Jones And Tammy Wynette,George Jones Tammy Wynette,Southern California,Southern California,4.0,https://open.spotify.com/track/67s8Z5SJpCpZ34HoCGRQNI,1977,7/23/77
2308,Good Girls,The Good Girls,Your Sweetness,Your Sweetness,4.0,https://open.spotify.com/track/4UOX1Clxfkldv2mMZWCUav,1989,12/2/89
348,Goo Goo Dolls,The Goo Goo Dolls,So Alive,So Alive,4.0,https://open.spotify.com/track/0Se1ajfYEa51gkPKV5UgLV,2016,5/21/16
4649,Dante and the Evergreens,Dante & The Evergreens,Alley-Oop,Alley Oop,4.0,https://open.spotify.com/track/18ARvnm1orP4B2JMqIsVpt,1960,5/30/60
3546,Jackson 5,The Jackson 5,Hallelujah Day,Hallelujah Day,4.0,https://open.spotify.com/track/3Bf6hiZXLfflOZ3RttXoch,1973,3/24/73
4116,Gene Chandler,Gene Chandler,Girl Don't Care,The Girl Don't Care,4.0,https://open.spotify.com/track/1ISybrLH5DRrVuumnudpfm,1967,3/11/67
2818,Go-Go's,The Go-Go's,We Got The Beat,We Got The Beat,4.0,https://open.spotify.com/track/5kz9GDBTX846OXwqWoyKzF,1982,1/30/82
3077,Sugarhill Gang,The Sugarhill Gang,Rapper's Delight,Rapper's Delight,4.0,https://open.spotify.com/track/0FWhGmPVxLI6jOVF0wjALa,1979,11/10/79
3157,Memphis Horns,The Memphis Horns,Just For Your Love,Just for Your Love,4.0,https://open.spotify.com/track/3JB15d2Me5o8mGFGGat63e,1977,10/1/77
4119,Bar-Kays,The Bar-Kays,Soul Finger,Soul Finger,4.0,https://open.spotify.com/track/085diW9d1iWe9qeNQiDYOw,1967,5/27/67
3751,Porter Wagoner And Dolly Parton,Porter Wagoner Dolly Parton,Daddy Was An Old Time Preacher Man,Daddy Was an Old Time Preacher Man,4.0,https://open.spotify.com/track/7z9mQ4J8OK6H15OjPEbp1j,1970,8/1/70
2175,Camilo Sesto,Camilo Sesto,"Amor Mio, Que Me Has Hecho?",Amor Mío ¿Qué Me Has Hecho?,4.0,https://open.spotify.com/track/7MjF6I94qA0Rm6eym7Tvgl,1991,10/19/91
3747,Jackson 5,The Jackson 5,Sugar Daddy,Sugar Daddy,4.0,https://open.spotify.com/track/0lnjjQkfFc62sI7jeGKjoj,1971,12/18/71
3743,James Brown,James Brown,Spinning Wheel (Pt. 1),Spinning Wheel - Pt. 2,4.0,https://open.spotify.com/track/0rRWZiJkevr94DJHRx5ckP,1971,3/6/71
486,Conjunto Primavera,Conjunto Primavera,Amor Amor,Adiós Amor,4.0,https://open.spotify.com/track/6KfMaLSdCCHy8DwjlMjxqu,2014,2/22/14
3158,Harold Melvin And The Blue Notes,Harold Melvin & The Blue Notes,After You Love Me Why Do You Leave Me,"After You Love Me, Why Do You Leave Me",4.0,https://open.spotify.com/track/5H2LSOqGNgfcD8DRjeWTrZ,1977,5/21/77
2147,UMC's,The UMC's,Blue Cheese,Blue Cheese,4.0,https://open.spotify.com/track/2WUOyCPeqZf8viPU0544M3,1991,9/28/91
3729,James Brown,James Brown,"Get Up, Get Into It, Get Involved (Pt. 1)","Get Up, Get Into It, Get Involved - Pt.1",4.0,https://open.spotify.com/track/3CXWbfh904uukAIhwgQ1vt,1971,1/9/71
2862,Greg Kihn Band,The Greg Kihn Band,Every Love Song,Every Love Song,4.0,https://open.spotify.com/track/1SxpnBQepO5PSD51EfoO3m,1982,7/17/82
2142,Tony Toni Tone,Tony! Toni! Toné!,Whatever You Want,Whatever You Want,4.0,https://open.spotify.com/track/6yl6TMw87Nq0mWBQtw9muQ,1991,4/13/91
2132,Larry Larr,Larry League,Confused,Confused,4.0,https://open.spotify.com/track/37GpdvcOpiO0lB5J3KhcyT,1991,8/24/91
4121,The Cowsills,The Cowsills,"The Rain, The Park & Other Things",The Rain The Park And Other Things,4.0,https://open.spotify.com/track/5Ozv6hQIj20iX3nFfJCe8E,1967,9/30/67
3756,The 5 Stairsteps,The Five Stairsteps,O-O-H Child,O-o-h Child,4.0,https://open.spotify.com/track/74JdR9aXE6I74oS1BVRsvb,1970,4/18/70
2251,Professor Griff,Professor Griff LAD,The Verdict,The Verdict,4.0,https://open.spotify.com/track/3IVDrcq0LJEYWmBkPjIKiQ,1990,10/6/90
3759,Porter Wagoner And Dolly Parton,Porter Wagoner Dolly Parton,Tomorrow Is Forever,Tomorrow Is Forever,4.0,https://open.spotify.com/track/1YakWZbPKhC25QuGmBCrsM,1970,2/21/70
3764,Gladys Knight And The Pips,Gladys Knight & The Pips,You Need Love Like I Do (Don't You),You Need Love Like I Do (Don't You?),4.0,https://open.spotify.com/track/4Dxm37KSWN6xXTn98ddrGp,1970,4/4/70
3799,Frankie Valli & The 4 Seasons,Frankie Valli & The Four Seasons,Patch Of Blue,Patch Of Blue,4.0,https://open.spotify.com/track/555M7qfhEm6uV9xXyyvecm,1970,5/9/70
2245,Tony Toni Tone,Tony! Toni! Toné!,The Blues,The Blues,4.0,https://open.spotify.com/track/4yEm2XJnOo81v1ogSjCsMl,1990,6/2/90
3792,Jackson 5,The Jackson 5,ABC,ABC,4.0,https://open.spotify.com/track/6wDviYDtmSDZ0S6TVMM9Vc,1970,3/21/70
2240,Professor Griff,Professor Griff LAD,Pawns In The Game,Pawns In The Game,4.0,https://open.spotify.com/track/7fF0Og4fsGBYcmM7iYOeEe,1990,3/24/90
3149,Marvin Gaye,Marvin Gaye,Got To Give It Up (Pt. I),Got To Give It Up - Pt. 1,4.0,https://open.spotify.com/track/7ohR0qPH6f2Vuj2pUNanJG,1977,4/16/77
4217,Shadows Of Knight,The Shadows Of Knight,Gloria,Gloria,4.0,https://open.spotify.com/track/5WNcnqDpO5asMaDIthIcu1,1966,3/19/66
3087,Eddie Kendricks,Eddie Kendricks,The Best Of Strangers,The Best of Strangers Now,4.0,https://open.spotify.com/track/629AgfhX7OlwsWMVitv4Aq,1978,9/2/78
4310,San Remo Golden Strings,The San Remo Golden Strings,Hungry For Love,Hungry for Love,4.0,https://open.spotify.com/track/1IVWnhqf8tcGu4EKGkp3AP,1965,9/11/65
3773,Jackson 5,The Jackson 5,The Love You Save,The Love You Save,4.0,https://open.spotify.com/track/2dYdai0GywuwYq6blSwDBV,1970,6/6/70
2829,Greg Kihn Band,The Greg Kihn Band,Happy Man,Happy Man,4.0,https://open.spotify.com/track/2ELN1QDUsi9QJ120y1vvwz,1982,5/22/82
2831,Sugarhill Gang,The Sugarhill Gang,Apache,Apache,4.0,https://open.spotify.com/track/4UCkX8nrBlpxjrrEqtb46a,1982,2/13/82
2832,Go-Go's,The Go-Go's,Vacation,Vacation,4.0,https://open.spotify.com/track/1vJOi8S2MSq3jZsni1gm4x,1982,7/3/82
2209,Foster & Lloyd,Foster And Lloyd,Is It Love,Is It Love?,4.0,https://open.spotify.com/track/4JIcnAhyAfbPkOvDbur6wY,1990,5/19/90
446,"Luny Tunes, Daddy Yankee, Wisin, Don Omar, Yandel",Luny Tunes Daddy Yankee Wisin Don Omar Yandel,Mayor Que Yo 3,Mayor Que Yo 3,4.0,https://open.spotify.com/track/4777sGsOdoM89vPH3CVoLe,2015,11/14/15
2200,Vaughan Brothers,The Vaughan Brothers,Tick Tock,Tick Tock,4.0,https://open.spotify.com/track/1sMlUYVSp6PqjrYDOKBPrH,1990,10/20/90
3763,The 5 Stairsteps,The Five Stairsteps,Dear Prudence,Dear Prudence,4.0,https://open.spotify.com/track/7agk25vHxeKe626vePNxqz,1970,4/4/70
4591,Wilburn Brothers,The Wilburn Brothers,Blue Blue Day,Blue Blue Day,4.0,https://open.spotify.com/track/2KsUfXBSTCQ3qwmR1MkwXm,1961,7/31/61
3539,Whatnauts,The Whatnauts,Instigating (Trouble Making Fool),Instigating (Trouble Making Fool),4.0,https://open.spotify.com/track/2El4Co45LiipyZx8InlQ90,1973,5/5/73
3538,Isaac Hayes,Isaac Hayes,"""Joy"" Pt. I",Joy - Pt. 1,4.0,https://open.spotify.com/track/0eotn4LzoGSsriuSipGAQd,1973,12/22/73
1700,Tiranos del Norte,Los Tiranos Del Norte,Charola De Plata,Charola de Plata,4.0,https://open.spotify.com/track/5wT6aZvQzOCrESPS34hrXr,1997,3/1/97
3293,George Jones And Tammy Wynette,George Jones Tammy Wynette,Golden Ring,Golden Ring,4.0,https://open.spotify.com/track/5HywRUoXNfWpiR1dAwoZip,1976,6/12/76
