,Chart Artist Name,Spotify Artist Name,Chart Song Name,Spotify Song Name,Lev Dist,Predicted URL,Debut Year,Debut Date
5290,The Fatback Band,Fatback Band,Gotta Get My Hands On Some (Money),Gotta Get My Hands On Some (Money),4.0,https://open.spotify.com/track/7zZGQVMgKcIz22IP1P8QkJ,1980,4/12/80
5283,Patrice Rushen And D.J. Rogers,Patrice Rushen D.J. Rogers,Givin' It Up Is Givin' Up,Givin' It Up Is Givin' Up,4.0,https://open.spotify.com/track/1kGabw1FXDmzs1KzDGXTR3,1980,7/5/80
5149,The Jonzun Crew,Jonzun Crew,Space Is The Place,Space is the Place,4.0,https://open.spotify.com/track/0VhoTluTHzN68ViKKieenq,1983,1/22/83
5874,The Steve Miller Band,Steve Miller Band,Living In The U.s.a.,Living In The U.S.A.,4.0,https://open.spotify.com/track/7EueQGMtSPfBeyodoyFodr,1968,11/23/68
5332,Jim Ed Brown And Helen Cornelius,Jim Ed Brown Helen Cornelius,Lying In Love With You,Lying in Love with You,4.0,https://open.spotify.com/track/6CVKOCfK90itfKr0ImVzbT,1979,3/31/79
5852,The American Breed,American Breed,Anyway That You Want Me,Anyway That You Want Me,4.0,https://open.spotify.com/track/1qLMESgJ2wsOuXdkfDg654,1968,8/3/68
5336,Jim Ed Brown And Helen Cornelius,Jim Ed Brown Helen Cornelius,Fools,Fools,4.0,https://open.spotify.com/track/3KjF74kZdzkHEkjGNwu3tc,1979,8/4/79
6047,Billy J. Kramer With The Dakotas,Billy J. Kramer & The Dakotas,Bad To Me,Bad To Me,4.0,https://open.spotify.com/track/6BoYp2YVhfV50KQsGHt7V5,1964,5/30/64
5387,Jim Ed Brown And Helen Cornelius,Jim Ed Brown Helen Cornelius,You Don't Bring Me Flowers,You Don't Bring Me Flowers,4.0,https://open.spotify.com/track/04nBuzIoN9Qf0cL8wq58L9,1978,12/2/78
5817,The Esquires,Esquires,I Don't Know,I Don't Know,4.0,https://open.spotify.com/track/739fWVP452zDK5laLADYzi,1969,3/8/69
5818,The Peppermint Rainbow,Peppermint Rainbow,Will You Be Staying After Sunday,Will You Be Staying After Sunday,4.0,https://open.spotify.com/track/3yMeMATROVg0MYLxsgsjKd,1969,1/18/69
4713,The Barrio Boyzz,Barrio Boyzz,Muy Suavemente,Muy Suavemente,4.0,https://open.spotify.com/track/0iK9mkeHflxglsNXUx1XTP,1992,12/26/92
5820,The Superlatives,Superlatives,I Don't Know How (to say I love you),I Don't Know How (To Say I Love You),4.0,https://open.spotify.com/track/4kP4oNQqdmTI7OGMcNvwvh,1969,3/1/69
132,"Tiesto, Jonas Blue & Rita Ora",Tiësto Jonas Blue Rita Ora,Ritual,Ritual,4.0,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa,2019,6/15/19
5108,Dionne Warwick and Glenn Jones,Dionne Warwick Glenn Jones,Finder Of Lost Loves,Finder of Lost Loves,4.0,https://open.spotify.com/track/4Tadb9yTYwRrkZccZKpbAJ,1985,3/16/85
5373,Kenny Rogers And Dottie West,Kenny Rogers Dottie West,Anyone Who Isn't Me Tonight,Anyone Who Isn't Me Tonight,4.0,https://open.spotify.com/track/3nTdTbiuoeldBvJ8s5xtEB,1978,9/9/78
4592,David Saylor Y Miriam Fultz,David Saylor Miryam Fultz,Oh! Senor,Oh! Señor,4.0,https://open.spotify.com/track/4MzTOu6UEHOqd8oToyeSQ5,1994,11/5/94
5828,The Soul Clan,Soul Clan,Soul Meeting,Soul Meeting,4.0,https://open.spotify.com/track/4n46NRBjkQizu6j5gGDw7x,1968,7/27/68
5370,Kenny Rogers And Dottie West,Kenny Rogers Dottie West,Every Time Two Fools Collide,Every Time Two Fools Collide,4.0,https://open.spotify.com/track/7fiM9fRN7nRb2z1j7ZOdjy,1978,2/25/78
5119,Kenny Rogers And Dottie West,Kenny Rogers Dottie West,Together Again,Together Again,4.0,https://open.spotify.com/track/5Exkdlj9dnaAGVMCstex06,1984,4/14/84
5368,Delegation,Delegation,Someone Oughta Write A Song <P6>(About You Baby),Someone Oughta Write a Song (About You Baby),4.0,https://open.spotify.com/track/0g8wyNJ0faRDl5J0WfqB9F,1979,7/21/79
5120,Julio Iglesias And Willie Nelson,Julio Iglesias Willie Nelson,To All The Girls I've Loved Before,To All the Girls I've Loved Before,4.0,https://open.spotify.com/track/0uBwcaTkY1BPpIZhxuhS67,1984,3/3/84
6031,The Carter Brothers,Carter Brothers,Southern Country Boy,Southern Country Boy,4.0,https://open.spotify.com/track/5Y37SIdOzs0wB5nbS5aMlV,1965,7/3/65
5353,Kenny Rogers And Dottie West,Kenny Rogers Dottie West,All I Ever Need Is You,All I Ever Need Is You,4.0,https://open.spotify.com/track/0Lg4K8eyXWPg4WGoCYeczg,1979,2/24/79
5840,The Four Sonics,Four Sonics,You Don't Have To Say You Love Me,You Don't Have to Say You Love Me,4.0,https://open.spotify.com/track/2dYFXUwUNxRSu7a1F9CDaZ,1968,3/2/68
5352,The Fatback Band,Fatback Band,King Tim III (Personality Jock),King Tim III (Personality Jock),4.0,https://open.spotify.com/track/6ADbGclQ6Kd4E3pfQ1HWpw,1979,10/27/79
614,Gucci Mane X Bruno Mars X Kodak Black,Gucci Mane Bruno Mars Kodak Black,Wake Up In The Sky,Wake Up in the Sky,4.0,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq,2018,9/29/18
4194,Olga Tanon With Cristian Castro,Olga Tanon and Cristian Castro,Escondidos,Escondidos,4.0,https://open.spotify.com/track/5pZ4521KHwg9YdVLrDlYVC,1999,1/23/99
5842,The Fantastic Johnny C,Fantastic Johnny C,(She's) Some Kind Of Wonderful,(She's) Some Kind of Wonderful,4.0,https://open.spotify.com/track/2dmbuhvhvrlbxeglN8enSZ,1968,11/16/68
6308,Kathy Young With The Innocents,Kathy Young & The Innocents,A Thousand Stars,A Thousand Stars,4.0,https://open.spotify.com/track/7Dy27tUFbWYz0LvjwLZNOm,1960,10/24/60
6030,James Brown And The Famous Flames,James Brown & The Famous Flames,Papa's Got A Brand New Bag (Part I),Papa's Got A Brand New Bag (Part 2),4.0,https://open.spotify.com/track/5pqy3GWvPBMCSpJmYTIpVF,1965,7/17/65
153,Reik X J Balvin X Lalo Ebratt,Reik J Balvin Lalo Ebratt,Indeciso,Indeciso,4.0,https://open.spotify.com/track/59s0s39NFWScuHDbHytI14,2019,9/14/19
5847,The American Breed,American Breed,Green Light,Green Light,4.0,https://open.spotify.com/track/04Vm8KDJYH33o4fErJFX4p,1968,2/24/68
4930,The California Raisins,California Raisins,I Heard It Through The Grapevine,I Heard It Through The Grapevine,4.0,https://open.spotify.com/track/52brWprjBmxF4fzdikzIpI,1988,1/23/88
4690,The College Boyz,College Boyz,Victim Of The Ghetto,Victim Of The Ghetto,4.0,https://open.spotify.com/track/1dLOtlRQ47IUuRr82D6EIG,1992,5/23/92
5900,The Nitty Gritty Dirt Band,Nitty Gritty Dirt Band,Buy For Me The Rain,Buy For Me The Rain,4.0,https://open.spotify.com/track/1dph9weVqaeGUpeV3He218,1967,4/8/67
2553,Keith Urban And Miranda Lambert,Keith Urban Miranda Lambert,We Were Us,We Were Us,4.0,https://open.spotify.com/track/5Net7uzpcqkJtOwR22onye,2013,9/28/13
5275,Natalie Cole And Peabo Bryson,Natalie Cole Peabo Bryson,What You Won't Do For Love,What You Won't Do For Love,4.0,https://open.spotify.com/track/3IQvHPiGq3PjAaICRAhaVl,1980,2/23/80
5173,The Jonzun Crew,Jonzun Crew,We Are The Jonzun Crew,We are the Jonzun Crew,4.0,https://open.spotify.com/track/47P4iI2RAFDY2WqK7h9iUN,1983,7/16/83
5941,The American Breed,American Breed,Step Out Of Your Mind,Step Out Of Your Mind,4.0,https://open.spotify.com/track/5aRjujywmA6PysAPVVQd1y,1967,6/3/67
5174,Willie Nelson And Brenda Lee,Willie Nelson Brenda Lee,You're Gonna Love Yourself (in The Morning),You're Gonna Love Yourself (In the Morning),4.0,https://open.spotify.com/track/5t1QgKETfqzX2Unhx4ykj3,1983,5/7/83
234,"J Balvin, Bad Bunny & Mr Eazi",J Balvin Bad Bunny Mr Eazi,Como Un Bebe,COMO UN BEBÉ,4.0,https://open.spotify.com/track/7knLcYCOSaURD0d7HUULFM,2019,7/13/19
794,Dirty Werk (Steve Smooth x DJ Bam Bam),Dirty Werk Steve Smooth DJ Bam Bam,Stand Up,Stand Up,4.0,https://open.spotify.com/track/1oXoqNWWCFHIUP2s0u0rqL,2018,8/25/18
5945,The Falcons,Falcons,Standing On Guard,Standing on Guard,4.0,https://open.spotify.com/track/4luhf16vktlPYP5DB2VMZU,1966,10/29/66
4905,The 2 Live Crew,2 LIVE CREW,Me So Horny,Me So Horny,4.0,https://open.spotify.com/track/3EgvmOhP3NQUHY7d6PDOUg,1989,9/9/89
3015,Flo Rida,Flo Rida,Turn Around (5 4 3 2 1),"Turn Around (5,4,3,2,1)",4.0,https://open.spotify.com/track/6Uj8ru7TNLDIelbuQ8eBd6,2010,12/4/10
5952,The Cryan' Shames,Cryan' Shames,I Wanna Meet You,I Wanna Meet You,4.0,https://open.spotify.com/track/2FuOe3iWEIIClvwGeyMtDs,1966,11/26/66
3590,Mary J. Blige And U2,Mary J. Blige U2,One,One,4.0,https://open.spotify.com/track/3Lk7RWStfLaHG7lXsuS87j,2006,6/17/06
4891,Cher & Peter Cetera,Cher Peter Cetera,"After All (Love Theme From ""Chances Are"")",After All (Love Theme From Chances Are),4.0,https://open.spotify.com/track/0ACu78PvVsOFYIKgRkKbGZ,1989,3/11/89
4630,The Sounds Of Blackness,Sounds Of Blackness,Everything Is Gonna Be Alright,Everything Is Gonna Be Alright,4.0,https://open.spotify.com/track/6WqwOWQ2hwKH6V6lxWaF9s,1994,8/20/94
5210,The Steve Miller Band,Steve Miller Band,Give It Up,Give It Up,4.0,https://open.spotify.com/track/1lbMGqS541WCJLTbqpYB0n,1982,12/11/82
763,"Nicky Jam, Bad Bunny & Arcangel",Nicky Jam Bad Bunny Arcangel,Satisfaccion,Satisfacción,4.0,https://open.spotify.com/track/21WvAGxPUNJARcZoSqswd7,2018,8/18/18
5594,The Incredible Bongo Band,Incredible Bongo Band,Bongo Rock,Bongo Rock,4.0,https://open.spotify.com/track/45ucTFW1AMtbGgUWl5JNVq,1973,7/21/73
5181,The Steve Miller Band,Steve Miller Band,Cool Magic,Cool Magic,4.0,https://open.spotify.com/track/25CuoO5ZVIllKFgSaycsMP,1982,10/16/82
5204,The Fatback Band,Fatback Band,On The Floor,On The Floor,4.0,https://open.spotify.com/track/7JACiRkcTUPLGs7YmkzwHm,1982,7/17/82
4893,Kool G Rap & D.J. Polo,Kool G Rap DJ Polo,Road To The Riches,Road To The Riches,4.0,https://open.spotify.com/track/2V7BGxa9Bso5xoL1l7hitV,1989,4/8/89
5966,The Buena Vistas,Buena Vistas,Hot Shot,Hot Shot,4.0,https://open.spotify.com/track/2hByUwwxtLSwI0hYXxmwuW,1966,7/2/66
5199,Chuck Cissel And Marva King,Chuck Cissel Marva King,If I Had The Chance,If I Had the Chance,4.0,https://open.spotify.com/track/0GxML5fEPaunqs2q2vqipv,1982,3/6/82
6240,Kathy Young With The Innocents,Kathy Young & The Innocents,Magic Is The Night,Magic Is the Night,4.0,https://open.spotify.com/track/4bgZaavtTfbdFN0Utz81th,1961,9/18/61
5182,The Steve Miller Band,Steve Miller Band,Circle Of Love,Circle Of Love,4.0,https://open.spotify.com/track/07Kd5qsOIjgUIitcgYOKri,1982,1/23/82
5198,Al Jarreau And Randy Crawford,Al Jarreau Randy Crawford,Your Precious Love,Your Precious Love,4.0,https://open.spotify.com/track/6XBe6xVuftIFq187G74RSN,1982,10/16/82
5194,The B.B. And Q. Band,The B. B. & Q. Band,Imagination,Imagination,4.0,https://open.spotify.com/track/6bUgZC4ECubw8DfKs5pID3,1982,8/7/82
5193,The Fatback Band,Fatback Band,Rockin' To The Beat,Rockin' To The Beat,4.0,https://open.spotify.com/track/2zIp2X8L1n8KHwcGL2itZ2,1982,1/9/82
5189,Peabo Bryson,Peabo Bryson,We Don't Have To Talk <P6>(About Love),We Don't Have To Talk (About Love),4.0,https://open.spotify.com/track/5R6iTyHQ0PXE6olgO0J3wK,1982,12/25/82
738,J Balvin x Jeon x Anitta,J Balvin Jeon Anitta,Machika,Machika,4.0,https://open.spotify.com/track/4vKltMFviBKMdhYu3FDLY0,2018,2/3/18
5169,John Denver And Emmylou Harris,John Denver Emmylou Harris,Wild Montana Skies,Wild Montana Skies,4.0,https://open.spotify.com/track/0KZej3Y54GEMBmlc6MTHGy,1983,7/30/83
6048,The Ray Charles Singers,Ray Charles Singers,Al-Di-La,Al-Di-La,4.0,https://open.spotify.com/track/0kjpMhKjw9bUWT45BaLDgQ,1964,7/11/64
4886,The 2 Live Crew,2 LIVE CREW,Yakety Yak,Yakety Yak,4.0,https://open.spotify.com/track/2qpvhwuBQA54v5cpBnivFw,1989,3/11/89
5983,Bobby Vee And The Strangers,Bobby Vee The Strangers,Look At Me Girl,Look At Me Girl,4.0,https://open.spotify.com/track/3qoQnoR6kEi4zUJPimJ0c3,1966,7/9/66
5274,Jim Ed Brown And Helen Cornelius,Jim Ed Brown Helen Cornelius,The Bedroom,The Bedroom,4.0,https://open.spotify.com/track/5SNFW4SAbXPYTkNOLj3T0c,1980,8/9/80
6283,The Coasters,The Coasters,Besame Mucho (Part I),Besame Mucho (Pt. II),4.0,https://open.spotify.com/track/6KujvBHVoOvMvievSNcJJC,1960,5/2/60
3102,The Dirty Heads,Dirty Heads,Stand Tall,Stand Tall,4.0,https://open.spotify.com/track/6M0Ef3mfbK34lw9QxV1LFK,2010,10/16/10
5271,Nielsen/Pearson,Nielson & Pearson,If You Should Sail,If You Should Sail,4.0,https://open.spotify.com/track/1cpfmw3jjpyKOuQmrRvQdq,1980,9/13/80
4424,Lina Santiago,Lina Santiago,Feels So Good (Show Me Your Love),Feel so Good - Show Me Your Love,4.0,https://open.spotify.com/track/4c0t2XtRBSjz64sZa2aSAU,1996,1/27/96
5150,The Jonzun Crew,Jonzun Crew,Space Cowboy,Space Cowboy,4.0,https://open.spotify.com/track/22Sfu6HN0T6WTtXlYKO3s4,1983,4/30/83
6005,Gene Chandler,Gene Chandler,Rainbow '65 (Part I),Rainbow '65 - Part 2,4.0,https://open.spotify.com/track/5EAAtbJAftmqO29RZyyCPE,1965,12/4/65
5254,Jim Reeves And Patsy Cline,Jim Reeves Patsy Cline,Have You Ever Been Lonely (Have You Ever Been Blue),Have You Ever Been Lonely (Have You Ever Been Blue),4.0,https://open.spotify.com/track/4NHSJKpOWIBGqhaEo28y0S,1981,11/14/81
6220,Solomon Burke,Solomon Burke,Just Out Of Reach (Of My Two Open Arms),Just out of Reach (Of My Two Empty Arms),4.0,https://open.spotify.com/track/2Zuwqmxzgvrnb4xYE8RAyi,1961,9/4/61
5253,The Steve Miller Band,Steve Miller Band,Heart Like A Wheel,Heart Like A Wheel,4.0,https://open.spotify.com/track/2UEG1aPingMP4dPyG3jNBH,1981,10/31/81
4614,The Barrio Boyzz,Barrio Boyzz,Una Noche De Amor,Una Noche De Amor,4.0,https://open.spotify.com/track/1Xjxa0mdUNALi3sTNNwShZ,1994,5/28/94
5152,The Headpins,Headpins,Just One More Time,Just One More Time,4.0,https://open.spotify.com/track/7EjPHkBV0LMtzADJUlZKPJ,1983,12/24/83
686,RKM & Ken-Y x Natti Natasha,R.K.M & Ken-Y Natti Natasha,Tonta,Tonta,4.0,https://open.spotify.com/track/5ZjJT7BB8OoVjyRZRYGen8,2018,3/3/18
209,"Ricky Martin, Residente & Bad Bunny",Ricky Martin Residente Bad Bunny,Cantalo,Cántalo,4.0,https://open.spotify.com/track/7MkFd0UDHlILDrhBjGZH5K,2019,11/30/19
6275,Charlie Ryan and the Timberline Riders,Charlie Ryan The Timberline Riders,Hot Rod Lincoln,Hot Rod Lincoln,4.0,https://open.spotify.com/track/14Ny0mnMmMicjNI7SJ8E3u,1960,9/5/60
2334,"Mike Donehey, Steven Curtis Chapman, Mark Hall & Mandisa",Mike Donehey Steven Curtis Chapman Mark Hall Mandisa,"Jesus, Firm Foundation","Jesus, Firm Foundation",4.0,https://open.spotify.com/track/4mlIdaCVkqcuuPKmje80rP,2013,2/23/13
5242,The B.B. And Q. Band,The B. B. & Q. Band,On The Beat,On the Beat,4.0,https://open.spotify.com/track/494gu2b3C2Y17HBOL5vVFR,1981,8/15/81
4720,The Sounds Of Blackness,Sounds Of Blackness,Testify,Testify,4.0,https://open.spotify.com/track/2F7qEhEWoXTNJsSsfTWImm,1992,2/8/92
5159,James Ingram And Patti Austin,James Ingram Patti Austin,How Do You Keep The Music Playing,How Do You Keep The Music Playing,4.0,https://open.spotify.com/track/3lrpllvYQtR0WxSe5PLVLG,1983,5/28/83
5165,The John Hall Band,John Hall Band,Love Me Again,Love Me Again,4.0,https://open.spotify.com/track/52OeAvoVJb4FbOHOuP9b3n,1983,1/22/83
5232,Aretha Franklin And George Benson,Aretha Franklin George Benson,Love All The Hurt Away,Love All the Hurt Away,4.0,https://open.spotify.com/track/7kDXcOBI7Bf43OgzVkWCM5,1981,8/29/81
6266,Cleveland Crochet and Band,Cleveland Crochet Band,Sugar Bee,Sugar Bee,4.0,https://open.spotify.com/track/0lPWaUtl92TiY4UFjoae2o,1961,1/2/61
5231,The Fatback Band,Fatback Band,Take It Any Way You Want It,Take It Any Way You Want It,4.0,https://open.spotify.com/track/4r6YDkkxywheWZvH4IfsEt,1981,5/23/81
5931,The Cryan' Shames,Cryan' Shames,It Could Be We're In Love,It Could Be We're In Love,4.0,https://open.spotify.com/track/0vFpQzkHE50hqF61UrnP73,1967,8/5/67
4719,The College Boyz,College Boyz,Humpin',Humpin',4.0,https://open.spotify.com/track/0BR045BUFxVK70fetYFET7,1992,11/14/92
5167,Rich Cason And The Galactic Orchestra,Rich Cason The Galactic Orchestra,Year 2001 Boogie,Year 2001 Boogie,4.0,https://open.spotify.com/track/35i1MKi5VHj6uJQCYmXQ5t,1983,10/29/83
5230,The John Hall Band,John Hall Band,Crazy (Keep On Falling),Crazy (Keep On Falling),4.0,https://open.spotify.com/track/6iLzfMb6os3GI2md2Mpy4b,1981,12/26/81
4444,The Barrio Boyzz,Barrio Boyzz,How We Roll,How We Roll,4.0,https://open.spotify.com/track/7hTl3z6E11fRWZho9CowSr,1996,1/27/96
5389,Jim Ed Brown And Helen Cornelius,Jim Ed Brown Helen Cornelius,If The World Ran Out Of Love Tonight,If the World Ran Out of Love Tonight,4.0,https://open.spotify.com/track/0j3NVR6tyMsvkMFW1pQMve,1978,8/5/78
5377,The Fatback Band,Fatback Band,I Like Girls,I Like Girls,4.0,https://open.spotify.com/track/6KI9sry5GfsaJqyUK3ZTLz,1978,6/17/78
1122,2 Chainz x Gucci Mane x Quavo,2 Chainz Gucci Mane Quavo,Good Drank,Good Drank,4.0,https://open.spotify.com/track/39pS70eeDvyCAF3t8NAlVV,2017,2/11/17
4680,The Steve Miller Band,Steve Miller Band,Wide River,Wide River,4.0,https://open.spotify.com/track/12PWHOKClwkDwMv02Ihm3x,1993,7/10/93
5536,The Fatback Band,Fatback Band,Keep On Steppin',Keep On Steppin',4.0,https://open.spotify.com/track/5otXNj7dZyDPQ4IgkJa8nI,1974,10/12/74
5535,Paul McCartney And Wings,Paul McCartney Wings,Jet,Jet,4.0,https://open.spotify.com/track/3PRCjIzUylrQWUyX1NbYFr,1974,2/9/74
6381,Bill Doggett,Bill Doggett,Yocky Dock (Part 1),Honky Tonk (Part 1),4.0,https://open.spotify.com/track/4i8rf7zLJSyyTWvz6JbWik,1959,11/9/59
42,R3HAB x Clara Mae x Frank Walker,R3HAB Clara Mae Frank Walker,More Than OK,More Than OK,4.0,https://open.spotify.com/track/547rvY6KDcfX9RjQZ4KIUG,2020,2/8/20
4534,The Barrio Boyzz,Barrio Boyzz,Una Vez Mas,Una Vez Mas,4.0,https://open.spotify.com/track/5tfPro42PwjrClIRKJM5pU,1995,4/15/95
4694,The College Boyz,College Boyz,Hollywood Paradox,Hollywood Paradox,4.0,https://open.spotify.com/track/1fpl0I38Y10QtgtD37WTMJ,1992,8/22/92
6127,Frank Ifield,Frank Ifield,I'm Confessin' (That I Love You),Confessin' (That I Love You),4.0,https://open.spotify.com/track/4kuQuCkLe7kIpmDKDp8djX,1963,9/7/63
1410,Robin Schulz & David Guetta & Cheat Codes,Robin Schulz David Guetta Cheat Codes,Shed A Light,Shed a Light,4.0,https://open.spotify.com/track/1eyrmeiDpdTkOmA839nPVQ,2016,12/17/16
5527,James Brown,James Brown,"Hot <P6>(I Need To Be Loved, Loved, Loved, Loved)","Hot (I Need To Be Loved, Loved, Loved, Loved)",4.0,https://open.spotify.com/track/0H5BBzLlH2aHOXihiCKRve,1975,12/13/75
5661,The Magic Lanterns,Magic Lanterns,One Night Stand,One Night Stand,4.0,https://open.spotify.com/track/41qxoOCmUubvnBsBkHyjXB,1971,1/9/71
1686,Rihanna & Kanye West & Paul McCartney,Rihanna Kanye West Paul McCartney,FourFiveSeconds,FourFiveSeconds,4.0,https://open.spotify.com/track/78TTtXnFQPzwqlbtbwqN0y,2015,2/7/15
4971,Donna Fargo And Billy Joe Royal,Donna Fargo Billy Joe Royal,Members Only,Members Only,4.0,https://open.spotify.com/track/1XXx8A1vBSQwObpIi60u1E,1987,7/18/87
5517,The Hues Corporation,Hues Corporation,Love Corporation,Love Corporation,4.0,https://open.spotify.com/track/7LIDvIjOOJKtRB62qmtXtA,1975,3/1/75
4970,The Breakfast Club,Breakfast Club,Right On Track,Right On Track,4.0,https://open.spotify.com/track/3UiuKZWtgXjeAfnfGqIeu0,1987,3/14/87
5501,The Nitty Gritty Dirt Band,Nitty Gritty Dirt Band,(All I Have To Do Is) Dream,(All I Have To Do Is) Dream,4.0,https://open.spotify.com/track/7cpWrvXfNbEoHO655YEnFW,1975,8/30/75
1756,"Dove Cameron, Cameron Boyce, Booboo Stewart & Sofia Carson",Dove Cameron Cameron Boyce Booboo Stewart Sofia Carson,Rotten To The Core,Rotten to the Core,4.0,https://open.spotify.com/track/2bNxCVI4Fub8BAwr0CQDyd,2015,8/22/15
6107,Jimmy McGriff,Jimmy McGriff,The Last Minute (Pt. I),The Last Minute - Pt. 1,4.0,https://open.spotify.com/track/3znoL5ZuComIO56OaOjMgN,1963,5/25/63
4660,The Rude Boys,Rude Boys,Go Ahead And Cry,Go Ahead and Cry,4.0,https://open.spotify.com/track/1f5Kkv5V1mJUvHb57vWcp7,1993,1/2/93
4790,The Sounds Of Blackness,Sounds Of Blackness,The Pressure Pt. 1,The Pressure Pt. 1,4.0,https://open.spotify.com/track/570dq1NUIQF4PmXcMyVKaF,1991,10/5/91
6106,The Chad Mitchell Trio,Chad Mitchell Trio,The Marvelous Toy,The Marvelous Toy,4.0,https://open.spotify.com/track/52bcEYQJw8ovimKIGv3QHH,1963,11/30/63
4752,The Sounds Of Blackness,Sounds Of Blackness,Optimistic,Optimistic,4.0,https://open.spotify.com/track/7Mb7jOst43wPQELas93ARE,1991,6/8/91
